;Class.;Jogador;Nação;Pos.;Equipe;Idade;Nascimento;90s;CrtsA;CrtV;2CrdY;Fts;FltsP;Desativado;Crz;Crts;TklW;Pênaltis convertidos;PKcon;OG;Recuperação;GanhosAereos;PerdasAereos;Ganhos%;Goleiro;Atacante;Lateral;Zagueiro;Tipo
0;1;Abner;br BRA;ZG;Atl Paranaense;22;2000;21.6;6;0;0;24;12;1;47;36;26;0.0;0.0;0;137.0;20.0;28.0;41.7;0;0;0;1;Defesa
1;2;Adryelson;br BRA;ZG;Botafogo (RJ);24;1998;14.1;1;0;0;10;4;2;0;20;11;0.0;0.0;0;49.0;68.0;32.0;68.0;0;0;0;1;Defesa
2;3;Adson;br BRA;ATLT;Corinthians;22;2000;13.8;2;0;0;25;20;3;15;13;22;0.0;0.0;0;54.0;8.0;19.0;29.6;0;1;1;0;Ataque
3;4;Airton;br BRA;AT;Atl Goianiense;23;1999;18.4;3;0;0;32;22;1;79;10;24;0.0;0.0;0;59.0;19.0;22.0;46.3;0;1;0;0;Ataque
4;5;Carlos Alberto;br BRA;ATLT;América (MG);20;2002;1.7;1;0;0;1;1;0;3;4;1;0.0;0.0;0;5.0;4.0;9.0;30.8;0;1;1;0;Ataque
5;6;Yuri Alberto;br BRA;AT;Corinthians;21;2001;14.1;3;1;1;24;23;6;7;2;8;0.0;0.0;0;31.0;33.0;46.0;41.8;0;1;0;0;Ataque
6;7;Ale;br BRA;LT;América (MG);32;1990;19.8;1;1;0;41;44;0;23;28;20;0.0;1.0;0;172.0;26.0;27.0;49.1;0;0;1;0;Defesa
7;8;Alexandre Alemão;br BRA;AT;Internacional;24;1998;21.4;2;0;0;52;65;2;12;4;11;3.0;0.0;0;46.0;45.0;77.0;36.9;0;1;0;0;Ataque
8;9;Alerrandro;br BRA;AT;Bragantino;22;2000;9.3;2;0;0;11;11;4;2;4;1;0.0;0.0;0;20.0;10.0;29.0;25.6;0;1;0;0;Ataque
9;10;Alesson;br BRA;LTAT;Cuiabá;23;1999;11.4;3;0;0;18;7;0;33;3;9;0.0;0.0;0;41.0;16.0;27.0;37.2;0;1;1;0;Ataque
10;11;Alex;br BRA;ZG;Santos;23;1999;3.7;1;0;0;2;4;0;0;8;3;0.0;0.0;0;19.0;9.0;4.0;69.2;0;0;0;1;Defesa
11;12;Caio Alexandre;br BRA;LT;Fortaleza;23;1999;9.0;2;1;1;20;11;0;4;10;18;0.0;0.0;0;62.0;2.0;10.0;16.7;0;0;1;0;Defesa
12;13;Matheus Alexandre;br BRA;ZG;Coritiba;23;1999;15.6;5;0;0;18;5;1;39;30;22;0.0;0.0;0;72.0;22.0;20.0;52.4;0;0;0;1;Defesa
13;14;Alexsander;br BRA;ZG;Fluminense;19;2003;0.5;0;0;0;2;1;0;0;2;0;0.0;0.0;0;3.0;0.0;1.0;0.0;0;0;0;1;Defesa
14;15;Alisson;br BRA;LTAT;São Paulo;29;1993;10.5;5;0;0;14;17;0;33;5;9;0.0;0.0;0;42.0;10.0;13.0;43.5;0;1;1;0;Ataque
15;16;Allan;br BRA;LT;Atlético Mineiro;25;1997;29.4;9;0;0;45;26;1;11;24;30;0.0;1.0;0;163.0;14.0;5.0;73.7;0;0;1;0;Defesa
16;17;Guilherme Almeida Augusto;br BRA;ZG;Bragantino;29;1993;1.0;0;0;0;2;3;0;3;2;2;0.0;0.0;0;5.0;0.0;0.0;;0;0;0;1;Defesa
17;18;Henrique Almeida;br BRA;AT;América (MG);31;1991;15.2;7;0;0;34;13;10;4;3;10;1.0;0.0;0;38.0;21.0;49.0;30.0;0;1;0;0;Ataque
18;19;Júnior Alonso;py PAR;ZG;Atlético Mineiro;29;1993;28.9;4;0;0;17;8;1;7;28;14;0.0;2.0;0;148.0;76.0;36.0;67.9;0;0;0;1;Defesa
19;20;Diego Alves;br BRA;G;Flamengo;37;1985;4.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;3.0;0.0;0.0;;1;0;0;0;Defesa
20;21;Felipe Alves Raymundo;br BRA;G;São Paulo;34;1988;16.0;1;0;0;1;0;0;0;0;0;0.0;1.0;0;27.0;2.0;1.0;66.7;1;0;0;0;Defesa
21;22;Felipe Alves Raymundo;br BRA;G;Juventude;34;1988;1.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;1;0;0;0;Defesa
22;23;Rodrigo Alves Soares;br BRA;ZG;Juventude;29;1992;29.7;4;0;0;24;5;0;110;13;22;0.0;0.0;0;174.0;12.0;32.0;27.3;0;0;0;1;Defesa
23;24;Anderson;br BRA;G;Atl Paranaense;24;1998;5.0;1;0;0;0;1;0;0;0;0;0.0;0.0;0;3.0;4.0;1.0;80.0;1;0;0;0;Defesa
24;25;Thonny Anderson;br BRA;LTAT;Coritiba;24;1997;8.1;5;2;1;21;15;0;29;5;17;0.0;0.0;0;42.0;17.0;19.0;47.2;0;1;1;0;Ataque
25;26;André;br BRA;LT;Fluminense;21;2001;31.5;9;1;1;35;50;0;5;35;34;0.0;1.0;0;244.0;8.0;19.0;29.6;0;0;1;0;Defesa
26;27;André;br BRA;AT;Cuiabá;32;1990;8.1;2;0;0;16;21;1;2;3;4;0.0;0.0;0;29.0;12.0;30.0;28.6;0;1;0;0;Ataque
27;28;Brayan Angulo;ec ECU;ATLT;Santos;26;1995;5.3;0;0;0;2;7;4;1;1;2;0.0;0.0;0;17.0;7.0;18.0;28.0;0;1;1;0;Ataque
28;29;Apodi;br BRA;LTAT;Goiás;35;1986;9.6;3;0;0;19;16;1;12;4;5;1.0;0.0;0;37.0;13.0;23.0;36.1;0;1;1;0;Ataque
29;30;Guilherme Arana;br BRA;ZG;Atlético Mineiro;25;1997;19.1;4;0;0;26;15;2;89;10;16;0.0;1.0;0;111.0;11.0;12.0;47.8;0;0;0;1;Defesa
30;31;Willian Arão;br BRA;LTZG;Flamengo;29;1992;10.2;1;0;0;12;6;0;4;17;4;0.0;0.0;0;59.0;22.0;15.0;59.5;0;0;1;1;Defesa
31;32;Michel Araujo;uy URU;LTAT;Fluminense;26;1996;0.6;1;0;0;0;5;0;5;0;2;0.0;0.0;0;3.0;0.0;0.0;;0;1;1;0;Ataque
32;33;Robert Arboleda;ec ECU;ZG;São Paulo;31;1991;8.0;1;0;0;9;3;0;0;6;6;0.0;0.0;0;29.0;37.0;11.0;77.1;0;0;0;1;Defesa
33;34;Jhon Arias;co COL;ATLT;Fluminense;25;1997;27.6;4;0;0;45;47;2;157;7;30;0.0;0.0;0;130.0;11.0;16.0;40.7;0;1;1;0;Ataque
34;35;Arthur;br BRA;LTZG;América (MG);19;2003;2.0;2;0;0;10;0;0;4;1;3;0.0;0.0;0;19.0;1.0;5.0;16.7;0;0;1;1;Defesa
35;36;Arthur;br BRA;AT;Corinthians;19;2003;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;0;1;0;0;Ataque
36;37;Artur;br BRA;ATLT;Bragantino;24;1998;30.0;3;0;0;16;48;10;156;14;18;0.0;0.0;0;130.0;15.0;36.0;29.4;0;1;1;0;Ataque
37;38;Eduard Atuesta;co COL;LT;Palmeiras;25;1997;6.7;3;0;0;12;8;3;20;9;6;0.0;0.0;0;26.0;6.0;14.0;30.0;0;0;1;0;Defesa
38;39;Felipe Augusto;br BRA;AT;Corinthians;18;2004;0.8;0;0;0;4;4;0;0;0;0;0.0;0.0;0;0.0;1.0;2.0;33.3;0;1;0;0;Ataque
39;40;Leo Augusto Pereira;br BRA;ATLT;Atl Goianiense;22;2000;12.6;9;0;0;38;23;4;55;10;16;0.0;0.0;0;71.0;9.0;18.0;33.3;0;1;1;0;Ataque
40;41;Renato Augusto;br BRA;LT;Corinthians;34;1988;15.1;0;0;0;16;22;2;75;13;13;0.0;0.0;0;66.0;11.0;12.0;47.8;0;0;1;0;Defesa
41;42;Auremir;br BRA;LT;Goiás;31;1991;14.9;4;0;0;30;17;0;2;25;26;0.0;0.0;0;73.0;26.0;19.0;57.8;0;0;1;0;Defesa
42;43;Auro;br BRA;ZG;Santos;26;1996;4.3;3;0;0;8;1;0;5;3;6;0.0;0.0;0;22.0;0.0;5.0;0.0;0;0;0;1;Defesa
43;44;Danilo Avelar;br BRA;ZG;América (MG);33;1989;9.3;2;0;0;21;7;0;20;16;7;0.0;0.0;0;30.0;47.0;24.0;66.2;0;0;0;1;Defesa
44;45;Felipe Azevedo;br BRA;LTAT;América (MG);35;1987;24.0;3;1;1;32;31;3;48;13;17;0.0;0.0;0;124.0;47.0;44.0;51.6;0;1;1;0;Ataque
45;46;Matheus Babi;br BRA;ATLT;Atl Paranaense;25;1997;0.9;1;0;0;6;4;2;0;0;1;0.0;0.0;0;3.0;6.0;4.0;60.0;0;1;1;0;Ataque
46;47;Pedro Bahia;br BRA;LT;Goiás;20;2002;0.3;0;0;0;0;0;0;1;0;0;;;0;;;;;0;0;1;0;Defesa
47;48;Fabrício Baiano;br BRA;ATLT;Fortaleza;30;1992;0.6;0;0;0;1;1;0;8;1;2;0.0;0.0;0;5.0;2.0;7.0;22.2;0;1;1;0;Ataque
48;49;Fabián Balbuena;py PAR;ZG;Corinthians;31;1991;11.0;2;0;0;7;4;0;0;13;10;0.0;1.0;0;65.0;23.0;14.0;62.2;0;0;0;1;Defesa
49;50;Robson Bambu;br BRA;ZG;Corinthians;24;1997;4.4;0;0;0;3;4;0;0;8;7;0.0;0.0;0;22.0;4.0;4.0;50.0;0;0;0;1;Defesa
50;51;Léo Baptistão;br BRA;ATLT;Santos;30;1992;12.6;2;0;0;17;33;1;15;7;9;0.0;0.0;1;72.0;25.0;34.0;42.4;0;1;1;0;Ataque
51;52;Gabriel Baralhas;br BRA;LT;Atl Goianiense;24;1998;23.0;11;0;0;39;16;0;7;33;36;0.0;1.0;0;125.0;25.0;18.0;58.1;0;0;1;0;Defesa
52;53;Danilo Barbosa;br BRA;LT;Botafogo (RJ);26;1996;1.8;1;0;0;4;4;0;0;5;3;0.0;0.0;0;11.0;2.0;0.0;100.0;0;0;1;0;Defesa
53;54;Gabriel Barbosa;br BRA;AT;Flamengo;26;1996;21.7;11;1;1;10;19;16;31;2;5;1.0;0.0;0;52.0;4.0;6.0;40.0;0;1;0;0;Ataque
54;55;Lucas Barbosa;br BRA;ATLT;Santos;21;2001;8.3;4;1;1;24;27;4;14;10;17;0.0;0.0;0;53.0;27.0;31.0;46.6;0;1;1;0;Ataque
55;56;Danilo Barcelos;br BRA;ZGLT;Goiás;31;1991;11.2;8;0;0;29;9;1;56;11;17;0.0;0.0;0;40.0;37.0;35.0;51.4;0;0;1;1;Defesa
56;57;Leandro Barcia;uy URU;AT;Atl Goianiense;30;1992;0.3;0;0;0;1;0;0;0;2;2;0.0;0.0;1;1.0;0.0;0.0;;0;1;0;0;Ataque
57;58;Barreto;br BRA;LT;Botafogo (RJ);26;1995;0.3;0;0;0;1;1;0;0;0;2;0.0;0.0;0;2.0;1.0;0.0;100.0;0;0;1;0;Defesa
58;59;Fellipe Bastos;br BRA;LT;Goiás;32;1990;9.1;10;0;0;20;13;0;31;11;10;0.0;1.0;0;78.0;10.0;7.0;58.8;0;0;1;0;Defesa
59;60;Ramiro Benetti;br BRA;LTAT;Corinthians;29;1993;5.1;3;0;0;7;5;2;4;4;4;1.0;0.0;0;25.0;10.0;16.0;38.5;0;1;1;0;Ataque
60;61;Martín Benítez;ar ARG;LT;América (MG);28;1994;6.4;1;0;0;7;20;1;40;5;5;0.0;0.0;0;42.0;6.0;5.0;54.5;0;0;1;0;Defesa
61;62;Bento;br BRA;G;Atl Paranaense;23;1999;31.0;3;0;0;0;2;0;0;1;1;0.0;0.0;0;27.0;4.0;3.0;57.1;1;0;0;0;Defesa
62;63;Lucas Beraldo;br BRA;ZG;São Paulo;18;2003;1.4;0;1;0;1;1;0;0;2;4;0.0;0.0;0;6.0;3.0;1.0;75.0;0;0;0;1;Defesa
63;64;Eduardo de Biasi;br BRA;LT;Avaí;25;1997;19.2;6;0;0;46;33;1;25;11;19;0.0;0.0;0;107.0;16.0;14.0;53.3;0;0;1;0;Defesa
64;65;Pedro Bicalho;br BRA;LT;Palmeiras;21;2001;0.0;0;0;0;0;0;0;0;0;1;0.0;0.0;0;0.0;0.0;0.0;;0;0;1;0;Defesa
65;66;Raul Bicalho;br BRA;ZG;Corinthians;23;1999;18.5;3;0;0;16;18;0;5;32;14;0.0;1.0;0;100.0;35.0;26.0;57.4;0;0;0;1;Defesa
66;67;Guilherme Biro;br BRA;AT;Corinthians;18;2004;1.2;1;0;0;3;1;0;3;0;2;0.0;0.0;0;2.0;1.0;0.0;100.0;0;1;0;0;Ataque
67;68;Guilherme Biro;br BRA;ZG;Coritiba;22;2000;8.2;3;0;0;14;3;1;19;14;12;0.0;0.0;0;35.0;8.0;13.0;38.1;0;0;0;1;Defesa
68;69;Guilherme Bissoli;br BRA;AT;Avaí;24;1998;27.1;6;0;0;52;28;12;15;13;14;1.0;0.0;0;59.0;37.0;73.0;33.6;0;1;0;0;Ataque
69;70;Marcelo Boeck;br BRA;G;Fortaleza;37;1984;13.0;2;0;0;1;3;0;0;1;0;0.0;1.0;0;7.0;6.0;0.0;100.0;1;0;0;0;Defesa
70;71;Ângelo Borges;br BRA;ATLT;Santos;17;2004;15.2;5;0;0;17;33;3;46;5;6;1.0;0.0;0;72.0;3.0;12.0;20.0;0;1;1;0;Ataque
71;72;Daniel Borges;br BRA;ZG;Botafogo (RJ);29;1993;19.1;4;1;1;18;13;1;111;16;17;0.0;0.0;0;114.0;12.0;18.0;40.0;0;0;0;1;Defesa
72;73;Douglas Borges;br BRA;G;Botafogo (RJ);32;1990;1.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.0;1.0;0.0;100.0;1;0;0;0;Defesa
73;74;Marllon Borges;br BRA;ZG;Cuiabá;30;1992;32.4;3;0;0;27;16;1;2;35;30;0.0;2.0;0;166.0;67.0;42.0;61.5;0;0;0;1;Defesa
74;75;Gabriel Boschilia;br BRA;LTAT;Internacional;26;1996;0.6;1;0;0;3;2;0;2;0;1;0.0;0.0;0;7.0;0.0;0.0;;0;1;1;0;Ataque
75;76;Gabriel Boschilia;br BRA;LT;Coritiba;26;1996;5.3;2;0;0;11;8;0;10;6;3;0.0;0.0;0;28.0;0.0;1.0;0.0;0;0;1;0;Defesa
76;77;Lucas Braga;br BRA;ATLT;Santos;25;1996;23.1;3;0;0;24;71;4;49;15;19;0.0;0.0;0;91.0;24.0;29.0;45.3;0;1;1;0;Ataque
77;78;David Braz;br BRA;ZG;Fluminense;35;1987;7.8;4;3;1;11;2;0;2;7;5;0.0;0.0;0;21.0;24.0;14.0;63.2;0;0;0;1;Defesa
78;79;Breno;br BRA;AT;Palmeiras;26;1996;3.6;2;0;0;5;9;3;14;1;2;1.0;0.0;0;20.0;7.0;8.0;46.7;0;1;0;0;Ataque
79;80;Bressan;br BRA;ZG;Avaí;29;1993;20.6;5;0;0;25;9;0;0;22;7;0.0;1.0;0;92.0;31.0;37.0;45.6;0;0;0;1;Defesa
80;81;Emanuel Brítez;ar ARG;ZG;Fortaleza;30;1992;18.0;1;0;0;31;11;3;6;26;31;0.0;0.0;0;88.0;30.0;24.0;55.6;0;0;0;1;Defesa
81;82;Bruninho;br BRA;LTAT;Juventude;22;2000;1.3;0;0;0;4;5;0;7;1;0;0.0;0.0;0;11.0;1.0;1.0;50.0;0;1;1;0;Ataque
82;83;Bruno;br BRA;LT;Bragantino;19;2003;0.1;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;;0;0;1;0;Defesa
83;84;Fabrício Bruno;br BRA;ZG;Flamengo;26;1996;12.0;4;0;0;8;8;0;1;9;6;0.0;0.0;0;53.0;27.0;17.0;61.4;0;0;0;1;Defesa
84;85;Ricardo Bueno;br BRA;AT;Juventude;35;1987;9.0;3;0;0;14;30;4;11;0;8;1.0;0.0;0;32.0;34.0;47.0;42.0;0;1;0;0;Ataque
85;86;Vitor Bueno;br BRA;LTAT;Atl Paranaense;28;1994;12.1;2;0;0;11;19;1;26;7;5;0.0;0.0;0;62.0;15.0;23.0;39.5;0;1;1;0;Ataque
86;87;Busanello;br BRA;ZG;Juventude;24;1998;3.2;0;0;0;6;2;0;12;8;4;0.0;0.0;0;15.0;6.0;2.0;75.0;0;0;0;1;Defesa
87;88;Fabricio Bustos;ar ARG;ZG;Internacional;26;1996;28.7;3;0;0;19;11;2;35;31;37;0.0;1.0;0;148.0;11.0;9.0;55.0;0;0;0;1;Defesa
88;89;Nahuel Bustos;ar ARG;AT;São Paulo;24;1998;3.0;0;0;0;7;7;2;3;0;2;0.0;0.0;0;6.0;0.0;6.0;0.0;0;1;0;0;Ataque
89;90;Daniel Cabral;br BRA;AT;Flamengo;20;2002;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;0;1;0;0;Ataque
90;91;Patric Cabral Lalau;br BRA;ZG;América (MG);33;1989;18.7;6;0;0;28;18;4;111;17;20;0.0;0.0;0;129.0;18.0;23.0;43.9;0;0;0;1;Defesa
91;92;Raúl Cáceres;py PAR;ZG;América (MG);31;1991;16.4;1;0;0;21;5;3;78;16;19;0.0;0.0;0;58.0;16.0;28.0;36.4;0;0;0;1;Defesa
92;93;Matheus Cadorini;br BRA;AT;Internacional;20;2002;1.0;0;1;0;3;2;0;1;0;0;0.0;0.0;0;2.0;3.0;9.0;25.0;0;1;0;0;Ataque
93;94;Matheus Cadorini;br BRA;AT;Coritiba;20;2002;2.6;1;0;0;1;1;0;0;1;1;0.0;0.0;0;3.0;10.0;9.0;52.6;0;1;0;0;Ataque
94;95;Caetano;br BRA;ZG;Goiás;23;1999;24.6;1;0;0;25;10;0;4;37;19;0.0;2.0;0;90.0;23.0;26.0;46.9;0;0;0;1;Defesa
95;96;Jonathan Cafu;br BRA;ZGLT;Cuiabá;31;1991;4.5;0;1;0;9;8;1;9;1;6;0.0;0.0;0;29.0;11.0;18.0;37.9;0;0;1;1;Defesa
96;97;Rodrigo Caio;br BRA;ZG;Flamengo;29;1993;6.5;0;0;0;3;4;0;0;8;4;0.0;0.0;0;44.0;11.0;6.0;64.7;0;0;0;1;Defesa
97;98;Calebe;br BRA;LTAT;Atlético Mineiro;22;2000;2.9;1;0;0;4;11;0;4;2;6;0.0;0.0;0;26.0;1.0;3.0;25.0;0;1;1;0;Ataque
98;99;Lucas Calegari;br BRA;ZG;Fluminense;20;2002;7.3;1;0;0;6;17;0;13;5;5;0.0;0.0;0;46.0;13.0;7.0;65.0;0;0;0;1;Defesa
99;100;Jonathan Calleri;ar ARG;AT;São Paulo;29;1993;30.4;5;0;0;43;68;28;37;5;12;0.0;1.0;0;68.0;111.0;102.0;52.1;0;1;0;0;Ataque
100;101;Guilherme Camacho;br BRA;LT;Santos;32;1990;16.5;7;0;0;33;7;0;4;17;22;0.0;0.0;0;97.0;21.0;25.0;45.7;0;0;1;0;Defesa
101;102;Nathan Camargo;br BRA;LTAT;Bragantino;17;2005;0.3;1;0;0;2;1;0;0;0;0;0.0;0.0;0;3.0;0.0;3.0;0.0;0;1;1;0;Ataque
102;103;Camilo;br BRA;LT;Cuiabá;23;1999;16.5;3;0;0;21;10;0;7;26;19;0.0;0.0;0;100.0;14.0;17.0;45.2;0;0;1;0;Defesa
103;104;Camutanga;br BRA;ZG;Atl Goianiense;29;1993;0.8;0;0;0;0;0;0;0;2;2;0.0;0.0;0;4.0;5.0;0.0;100.0;0;0;0;1;Defesa
104;105;Luan Cândido;br BRA;ZG;Bragantino;21;2001;27.2;4;2;0;41;14;9;46;32;21;0.0;4.0;0;121.0;94.0;46.0;67.1;0;0;0;1;Defesa
105;106;Germán Cano;ar ARG;AT;Fluminense;34;1988;32.4;2;0;0;26;16;25;12;7;6;1.0;0.0;0;77.0;21.0;28.0;42.9;0;1;0;0;Ataque
106;107;Agustín Canobbio;uy URU;AT;Atl Paranaense;24;1998;15.5;2;0;0;25;33;3;35;7;16;1.0;0.0;0;77.0;6.0;9.0;40.0;0;1;0;0;Ataque
107;108;Víctor Cantillo;co COL;LT;Corinthians;29;1993;10.2;1;0;0;11;21;0;23;12;12;0.0;0.0;0;80.0;15.0;6.0;71.4;0;0;1;0;Defesa
108;109;Capixaba;br BRA;ATLT;Juventude;25;1997;17.6;5;0;0;22;38;0;57;19;27;0.0;0.0;0;67.0;11.0;20.0;35.5;0;1;1;0;Ataque
109;110;Juninho Capixaba;br BRA;ZG;Fortaleza;25;1997;30.6;8;0;0;57;58;1;142;64;36;0.0;0.0;0;213.0;83.0;51.0;61.9;0;0;0;1;Defesa
110;111;Gabriel Carabajal;ar ARG;LTAT;Santos;30;1991;3.9;1;0;0;6;5;0;14;2;3;0.0;0.0;0;15.0;4.0;2.0;66.7;0;1;1;0;Ataque
111;112;Johnny Cardoso;us USA;LT;Internacional;21;2001;15.7;5;0;0;29;17;1;5;39;22;0.0;1.0;0;94.0;33.0;13.0;71.7;0;0;1;0;Defesa
112;113;Igor Cariús;br BRA;ZGLT;Cuiabá;29;1993;11.0;5;1;1;19;11;1;33;19;18;0.0;0.0;0;65.0;30.0;24.0;55.6;0;0;1;1;Defesa
113;114;Joel Carli;ar ARG;ZG;Botafogo (RJ);36;1986;4.0;3;0;0;2;1;0;0;5;2;0.0;0.0;0;11.0;12.0;6.0;66.7;0;0;0;1;Defesa
114;115;Ed Carlos;br BRA;LT;Santos;21;2001;2.9;0;0;0;2;0;0;10;0;3;0.0;0.0;0;14.0;4.0;2.0;66.7;0;0;1;0;Defesa
115;116;Jan Carlos Hurtado;ve VEN;AT;Bragantino;22;2000;5.4;0;0;0;22;5;3;1;3;1;0.0;0.0;0;13.0;7.0;16.0;30.4;0;1;0;0;Ataque
116;117;João Carlos;br BRA;G;Cuiabá;34;1988;10.6;1;0;0;0;1;0;0;0;0;0.0;0.0;0;10.0;1.0;0.0;100.0;1;0;0;0;Defesa
117;118;Alan Carvalho;cn CHN;AT;Fluminense;33;1989;0.1;0;0;0;1;0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;;0;1;0;0;Ataque
118;119;Guilherme Carvalho;br BRA;LT;Ceará;23;1999;7.6;2;0;0;12;11;1;26;8;10;0.0;0.0;0;40.0;4.0;12.0;25.0;0;0;1;0;Defesa
119;120;Guilherme Carvalho;br BRA;LTZG;Atlético Mineiro;23;1999;1.6;0;0;0;4;0;0;1;1;3;0.0;0.0;0;11.0;4.0;3.0;57.1;0;0;1;1;Defesa
120;121;Cássio;br BRA;G;Corinthians;35;1987;32.0;2;0;0;0;7;0;0;1;0;0.0;0.0;0;26.0;14.0;0.0;100.0;1;0;0;0;Defesa
121;122;Luciano Castán;br BRA;ZG;Coritiba;33;1989;33.0;7;1;0;27;18;1;2;35;17;0.0;0.0;0;140.0;60.0;49.0;55.0;0;0;0;1;Defesa
122;123;Iury de Castilho;br BRA;AT;Ceará;27;1995;5.8;3;0;0;11;24;6;13;1;3;1.0;0.0;0;37.0;6.0;10.0;37.5;0;1;0;0;Ataque
123;124;Matheus Cavichioli;br BRA;G;América (MG);36;1986;23.0;1;0;0;2;4;0;0;2;1;0.0;1.0;0;21.0;15.0;0.0;100.0;1;0;0;0;Defesa
124;125;Brayan Ceballos;co COL;ZG;Fortaleza;21;2001;11.6;8;1;1;14;4;1;3;14;9;0.0;0.0;0;54.0;41.0;24.0;63.1;0;0;0;1;Defesa
125;126;Murilo Cerqueira;br BRA;ZG;Palmeiras;25;1997;29.5;7;0;0;24;9;1;0;38;19;0.0;0.0;0;146.0;89.0;37.0;70.6;0;0;0;1;Defesa
126;127;Reynaldo Cesar Moraes;br BRA;ZG;Goiás;25;1997;28.5;4;0;0;33;8;0;2;35;23;0.0;0.0;0;84.0;58.0;28.0;67.4;0;0;0;1;Defesa
127;128;Jhon Chancellor;ve VEN;ZG;Coritiba;30;1992;12.0;2;0;0;9;2;1;0;9;7;0.0;0.0;0;38.0;32.0;17.0;65.3;0;0;0;1;Defesa
128;129;Arthur Chaves;br BRA;ZG;Avaí;21;2001;16.5;5;0;0;16;10;1;0;13;15;0.0;3.0;0;71.0;27.0;21.0;56.3;0;0;0;1;Defesa
129;130;Renato Chaves;br BRA;ZG;Juventude;32;1990;1.8;0;0;0;1;0;0;0;5;0;0.0;0.0;0;7.0;5.0;0.0;100.0;0;0;0;1;Defesa
130;131;Chico;br BRA;LTAT;Juventude;31;1991;23.2;2;1;0;51;66;3;141;24;29;0.0;0.0;0;126.0;19.0;33.0;36.5;0;1;1;0;Ataque
131;132;Christian;br BRA;LT;Atl Paranaense;21;2000;4.8;3;0;0;17;6;2;3;5;6;0.0;0.0;0;21.0;5.0;3.0;62.5;0;0;1;0;Defesa
132;133;Diego Churín;ar ARG;AT;Atl Goianiense;32;1989;24.6;6;0;0;47;47;4;11;7;16;0.0;0.0;0;71.0;111.0;92.0;54.7;0;1;0;0;Ataque
133;134;Marcelo Cirino;br BRA;AT;Atl Paranaense;30;1992;5.2;1;0;0;5;5;5;7;5;3;1.0;0.0;0;16.0;7.0;20.0;25.9;0;1;0;0;Ataque
134;135;Léo Cittadini;br BRA;LTAT;Atl Paranaense;28;1994;8.0;2;0;0;16;16;0;5;5;10;0.0;0.0;0;37.0;8.0;11.0;42.1;0;1;1;0;Ataque
135;136;Luccas Claro;br BRA;ZG;Fluminense;31;1991;5.2;1;0;0;6;7;0;0;8;1;0.0;0.0;1;20.0;16.0;8.0;66.7;0;0;0;1;Defesa
136;137;Clayton;br BRA;ATLT;Coritiba;23;1999;3.6;1;0;0;10;11;5;1;0;1;0.0;0.0;0;13.0;8.0;17.0;32.0;0;1;1;0;Ataque
137;138;Cléber;br BRA;AT;Ceará;26;1996;9.8;5;1;1;32;5;4;4;2;10;0.0;0.0;0;26.0;51.0;47.0;52.0;0;1;0;0;Ataque
138;139;Jean Cléber;br BRA;LT;Avaí;32;1990;8.4;2;0;0;13;12;0;6;11;10;0.0;0.0;0;50.0;8.0;14.0;36.4;0;0;1;0;Defesa
139;140;Cleiton;br BRA;ZG;Flamengo;19;2003;0.0;0;0;0;0;0;0;0;0;0;;;0;;;;;0;0;0;1;Defesa
140;141;Andrés Colorado;co COL;LT;São Paulo;23;1998;3.4;0;0;0;10;1;0;1;5;9;0.0;0.0;0;23.0;7.0;4.0;63.6;0;0;1;0;Defesa
141;142;Germán Conti;ar ARG;ZG;América (MG);28;1994;16.4;1;0;0;13;1;0;0;25;9;0.0;0.0;0;60.0;84.0;35.0;70.6;0;0;0;1;Defesa
142;143;Jonathan Copete;co COL;AT;Avaí;34;1988;3.1;1;0;0;7;4;2;6;3;2;0.0;0.0;0;17.0;8.0;8.0;50.0;0;1;0;0;Ataque
143;144;Bruno Cortez;br BRA;ZG;Avaí;35;1987;27.0;7;0;0;21;25;1;28;12;25;0.0;0.0;0;163.0;22.0;25.0;46.8;0;0;0;1;Defesa
144;145;Talles Costa;br BRA;LT;São Paulo;20;2002;5.8;1;0;0;6;15;0;5;8;9;0.0;0.0;0;27.0;5.0;4.0;55.6;0;0;1;0;Defesa
145;146;Lucas Crispim;br BRA;ZGLT;Fortaleza;28;1994;13.0;4;0;0;14;14;1;79;15;13;0.0;0.0;0;75.0;11.0;12.0;47.8;0;0;1;1;Defesa
146;147;Daniel Cruz;br BRA;ATZG;Botafogo (RJ);21;2001;0.1;0;0;0;0;0;0;0;0;1;0.0;0.0;0;1.0;1.0;1.0;50.0;0;1;0;1;Ataque
147;148;Tomás Cuello;ar ARG;AT;Atl Paranaense;22;2000;17.3;6;1;1;26;33;5;72;12;25;0.0;0.0;0;96.0;6.0;18.0;25.0;0;1;0;0;Ataque
