Rk;Player;Nation;Pos;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost
167;Gonzalo Escalante;arARG;MF;Alavés;28;1993;14.4;8;1;1;25;23;3;3;21;14;1.0;0.0;0;93.0;34.0;23.0
168;Aarón Escandell;esESP;GK;Granada;25;1995;3.2;1;1;0;0;1;0;0;0;0;0.0;0.0;0;4.0;0.0;0.0
169;Sergio Escudero;esESP;DF,MF;Granada;31;1989;15.9;6;0;0;14;20;5;30;26;24;0.0;1.0;0;90.0;33.0;36.0
170;Alfonso Espino;uyURU;DF;Cádiz;29;1992;37.0;6;0;0;50;43;6;150;54;63;0.0;1.0;0;278.0;46.0;54.0
171;Estanis;esESP;FW;Barcelona;17;2003;0.1;0;0;0;1;0;0;0;0;1;0.0;0.0;0;0.0;0.0;2.0
172;Pervis Estupiñán;ecECU;DF;Villarreal;23;1998;17.5;3;0;0;24;11;11;73;25;22;0.0;1.0;0;126.0;23.0;19.0
173;Abdessamad Ezzalzouli;maMAR;FW;Barcelona;19;2001;6.4;4;0;0;17;15;2;15;9;9;0.0;0.0;0;29.0;3.0;7.0
174;Radamel Falcao;coCOL;FW;Rayo Vallecano;35;1986;9.3;1;0;0;17;18;15;4;2;1;0.0;0.0;0;17.0;27.0;33.0
175;Fali;esESP;DF,MF;Cádiz;27;1993;20.0;6;0;0;19;11;0;11;24;19;0.0;0.0;0;110.0;31.0;26.0
176;Omar Faraj;seSWE;FW;Levante;19;2002;0.0;0;0;0;1;0;0;0;0;0;0.0;0.0;0;3.0;0.0;1.0
177;Ansu Fati;esESP;FW;Barcelona;18;2002;3.7;0;0;0;9;12;3;3;1;2;1.0;0.0;0;10.0;1.0;3.0
178;Aleix Febas;esESP;MF;Mallorca;25;1996;1.3;1;0;0;2;5;0;0;0;1;0.0;0.0;0;9.0;1.0;2.0
179;Nabil Fekir;frFRA;MF;Betis;28;1993;31.0;7;1;0;65;92;9;173;7;29;0.0;0.0;0;106.0;26.0;48.0
180;Felipe;brBRA;DF;Atlético Madrid;32;1989;16.7;5;1;0;21;14;2;0;28;15;0.0;0.0;0;100.0;45.0;29.0
181;João Félix;ptPOR;FW,MF;Atlético Madrid;21;1999;14.0;3;1;1;15;57;9;18;7;2;0.0;0.0;0;31.0;19.0;18.0
182;Aitor Fernández;esESP;GK;Levante;30;1991;13.0;1;1;0;1;2;0;0;0;1;0.0;0.0;0;20.0;1.0;0.0
183;Álex Fernández;esESP;MF;Cádiz;28;1992;22.8;2;0;0;15;23;2;69;30;31;0.0;0.0;0;164.0;18.0;30.0
184;Fernando;brBRA;MF,DF;Sevilla;34;1987;20.6;6;0;0;16;11;1;1;29;17;0.0;0.0;0;131.0;35.0;45.0
185;Fidel;esESP;MF;Elche;31;1989;25.1;9;0;0;26;29;7;118;7;23;0.0;1.0;0;141.0;6.0;21.0
186;José Fontán;esESP;DF;Celta Vigo;21;2000;3.1;3;0;0;10;0;0;5;10;3;0.0;1.0;0;17.0;4.0;2.0
187;Dimitri Foulquier;frFRA;DF;Granada;28;1993;2.0;0;0;0;1;3;0;7;1;0;0.0;0.0;0;4.0;1.0;3.0
188;Dimitri Foulquier;frFRA;DF;Valencia;28;1993;26.0;11;0;0;39;40;1;60;29;17;1.0;1.0;0;164.0;20.0;22.0
189;Juan Foyth;arARG;DF;Villarreal;23;1998;21.4;6;1;1;39;22;0;7;20;49;0.0;1.0;0;125.0;36.0;24.0
190;Enric Franquesa;esESP;DF,FW;Levante;24;1997;6.9;1;0;0;7;7;1;10;7;3;0.0;0.0;0;28.0;8.0;7.0
191;Jorge de Frutos;esESP;MF,FW;Levante;24;1997;19.6;4;0;0;39;21;13;69;12;15;0.0;2.0;0;96.0;7.0;16.0
192;Javi Galán;esESP;DF;Celta Vigo;26;1994;36.6;8;0;0;54;75;11;173;45;66;0.0;0.0;0;234.0;25.0;48.0
193;Iñigo Ruiz de Galarreta;esESP;MF;Mallorca;27;1993;15.3;4;0;0;25;33;0;14;20;21;0.0;0.0;0;109.0;18.0;12.0
194;Thiago Galhardo;brBRA;FW,MF;Celta Vigo;32;1989;12.8;5;0;0;21;13;16;9;6;6;0.0;0.0;0;31.0;48.0;66.0
195;Álvaro García;esESP;FW,MF;Rayo Vallecano;28;1992;33.3;6;0;0;23;25;11;194;42;23;0.0;0.0;0;187.0;5.0;23.0
196;Dani García;esESP;MF;Athletic Club;31;1990;24.2;9;0;0;44;22;1;4;24;22;0.0;0.0;0;132.0;33.0;33.0
197;David García;esESP;DF;Osasuna;27;1994;34.5;8;0;0;53;21;0;0;52;14;0.0;1.0;0;221.0;134.0;42.0
198;Eric García;esESP;DF;Barcelona;20;2001;22.7;5;1;0;34;5;2;2;44;18;0.0;1.0;0;95.0;32.0;21.0
